Tarifa,Descripción,Cargo,Unidades,Estado,Municipio,Division,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE LACHIGUIRI,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE LACHIGUIRI,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE TENANGO,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE TENANGO,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE TENANGO,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE TENANGO,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JOSE TENANGO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JOSE TENANGO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JOSE TENANGO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JOSE TENANGO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN ACHIUTLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN ACHIUTLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN ACHIUTLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN ACHIUTLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN ATEPEC,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN ATEPEC,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN ATEPEC,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN ATEPEC,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA ATATLAHUCA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA ATATLAHUCA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA ATATLAHUCA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA ATATLAHUCA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA COIXTLAHUACA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA COIXTLAHUACA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA COIXTLAHUACA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA COIXTLAHUACA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA CUICATLAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA CUICATLAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA CUICATLAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA CUICATLAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA GUELACHE,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA GUELACHE,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA GUELACHE,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA GUELACHE,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA JAYACATLAN,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA JAYACATLAN,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA JAYACATLAN,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA JAYACATLAN,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA LO DE SOTO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA LO DE SOTO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA LO DE SOTO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA LO DE SOTO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA SUCHITEPEC,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA SUCHITEPEC,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA SUCHITEPEC,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA SUCHITEPEC,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA TLACHICHILCO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA TLACHICHILCO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA TLACHICHILCO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA TLACHICHILCO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA TLACOATZINTE,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA TLACOATZINTE,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA TLACOATZINTE,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA TLACOATZINTE,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA VALLE NACION,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA VALLE NACION,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA VALLE NACION,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA VALLE NACION,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN BAUTISTA VALLE NACIONAL,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN BAUTISTA VALLE NACIONAL,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN BAUTISTA VALLE NACIONAL,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN BAUTISTA VALLE NACIONAL,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN CACAHUATEPEC,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN CACAHUATEPEC,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN CACAHUATEPEC,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN CACAHUATEPEC,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN CHICOMEZUCHIL,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN CHICOMEZUCHIL,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN CHICOMEZUCHIL,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN CHICOMEZUCHIL,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN CHILATECA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN CHILATECA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN CHILATECA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN CHILATECA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN CIENEGUILLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN CIENEGUILLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN CIENEGUILLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN CIENEGUILLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN COATZOSPAM,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN COATZOSPAM,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN COATZOSPAM,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN COATZOSPAM,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN COLORADO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN COLORADO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN COLORADO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN COLORADO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN COMALTEPEC,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN COMALTEPEC,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN COMALTEPEC,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN COMALTEPEC,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN COTZOCON,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN COTZOCON,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN COTZOCON,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN COTZOCON,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN COTZOCON,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN COTZOCON,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN COTZOCON,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN COTZOCON,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN DE LOS CUES,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN DE LOS CUES,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN DE LOS CUES,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN DE LOS CUES,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN DEL ESTADO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN DEL ESTADO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN DEL ESTADO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN DEL ESTADO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN DEL RIO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN DEL RIO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN DEL RIO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN DEL RIO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN DIUXI,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN DIUXI,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN DIUXI,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN DIUXI,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN EVANGELISTA ANALCO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN EVANGELISTA ANALCO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN EVANGELISTA ANALCO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN EVANGELISTA ANALCO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN GUELAVIA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN GUELAVIA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN GUELAVIA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN GUELAVIA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN GUICHICOVI,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN GUICHICOVI,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN GUICHICOVI,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN GUICHICOVI,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN IHUALTEPEC,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN IHUALTEPEC,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN IHUALTEPEC,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN IHUALTEPEC,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN JUQUILA MIXES,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN JUQUILA MIXES,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN JUQUILA MIXES,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN JUQUILA MIXES,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN JUQUILA VIJANOS,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN JUQUILA VIJANOS,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN JUQUILA VIJANOS,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN JUQUILA VIJANOS,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN LACHAO,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN LACHAO,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN LACHAO,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN LACHAO,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN LACHIGALLA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN LACHIGALLA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN LACHIGALLA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN LACHIGALLA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN LAJARCIA,SURESTE,585.06,585.06,585.06,585.06,585.06,585.06
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN LAJARCIA,SURESTE,1.343,1.353,1.353,1.388,1.415,1.376
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN LAJARCIA,SURESTE,482.44,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN LAJARCIA,SURESTE,220.59,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN LALANA,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN LALANA,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,OAXACA,SAN JUAN LALANA,ORIENTE,553.5,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,OAXACA,SAN JUAN LALANA,ORIENTE,200.6,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,OAXACA,SAN JUAN MAZATLAN,ORIENTE,359.72,359.72,359.72,359.72,359.72,359.72
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,OAXACA,SAN JUAN MAZATLAN,ORIENTE,1.214,1.223,1.223,1.254,1.278,1.244
